COUNTERPARTY_ID,NAME,SECTOR,JURISDICTION,RISK_RATING,CONCENTRATION_GROUP,CREATED_AT
CP-00307,Food and Beverage Holdings Ltd 6,Food and Beverage,IN,A,,2026-06-30
CP-00308,Food and Beverage Holdings Ltd 7,Food and Beverage,IN,A,,2026-06-30
CP-00309,Food and Beverage Industries Ltd 8,Food and Beverage,IN,BB,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00310,Food and Beverage Holdings Ltd 9,Food and Beverage,IN,A,,2026-06-30
CP-00311,Food and Beverage Enterprises 10,Food and Beverage,IN,A,,2026-06-30
CP-00312,Food and Beverage & Co 11,Food and Beverage,IN,A,,2026-06-30
CP-00313,Food and Beverage & Co 12,Food and Beverage,IN,BB,,2026-06-30
CP-00314,Food and Beverage Enterprises 13,Food and Beverage,IN,BBB,,2026-06-30
CP-00315,Food and Beverage Enterprises 14,Food and Beverage,IN,BB,,2026-06-30
CP-00316,Food and Beverage Enterprises 15,Food and Beverage,IN,BB,,2026-06-30
CP-00317,Gems and Jewellery & Co 1,Gems and Jewellery,IN,AAA,,2026-06-30
CP-00318,Gems and Jewellery Corp 2,Gems and Jewellery,IN,AA,,2026-06-30
CP-00319,Gems and Jewellery Industries Ltd 3,Gems and Jewellery,IN,AAA,,2026-06-30
CP-00320,Gems and Jewellery Industries Ltd 4,Gems and Jewellery,IN,A,,2026-06-30
CP-00321,Gems and Jewellery & Co 5,Gems and Jewellery,IN,AAA,,2026-06-30
CP-00322,Gems and Jewellery Corp 6,Gems and Jewellery,IN,AA,,2026-06-30
CP-00323,Gems and Jewellery Corp 7,Gems and Jewellery,IN,AAA,,2026-06-30
CP-00324,Gems and Jewellery Pvt Ltd 8,Gems and Jewellery,IN,AA,,2026-06-30
CP-00325,Gems and Jewellery Corp 9,Gems and Jewellery,IN,AA,,2026-06-30
CP-00326,Gems and Jewellery Holdings Ltd 10,Gems and Jewellery,IN,AAA,,2026-06-30
CP-00327,Gems and Jewellery Pvt Ltd 11,Gems and Jewellery,IN,AAA,,2026-06-30
CP-00328,Gems and Jewellery Enterprises 12,Gems and Jewellery,IN,AA,,2026-06-30
CP-00329,Gems and Jewellery Enterprises 13,Gems and Jewellery,IN,A,,2026-06-30
CP-00330,Gems and Jewellery Holdings Ltd 14,Gems and Jewellery,IN,AAA,,2026-06-30
CP-00331,Housing Finance Companie Enterprises 1,Housing Finance Companies,IN,AAA,,2026-06-30
CP-00332,Housing Finance Companie Enterprises 2,Housing Finance Companies,IN,AA,,2026-06-30
CP-00333,Housing Finance Companie & Co 3,Housing Finance Companies,IN,AAA,,2026-06-30
CP-00334,Housing Finance Companie Industries Ltd 4,Housing Finance Companies,IN,A,,2026-06-30
CP-00335,Housing Finance Companie Holdings Ltd 5,Housing Finance Companies,IN,AA,,2026-06-30
CP-00336,Housing Finance Companie & Co 6,Housing Finance Companies,IN,A,,2026-06-30
CP-00337,Housing Finance Companie Industries Ltd 7,Housing Finance Companies,IN,AAA,,2026-06-30
CP-00338,Housing Finance Companie Industries Ltd 8,Housing Finance Companies,IN,AAA,,2026-06-30
CP-00339,Housing Finance Companie Industries Ltd 9,Housing Finance Companies,IN,AAA,,2026-06-30
CP-00340,Housing Finance Companie Industries Ltd 10,Housing Finance Companies,IN,AA,,2026-06-30
CP-00341,Housing Finance Companie Enterprises 11,Housing Finance Companies,IN,AA,,2026-06-30
CP-00342,Housing Finance Companie Pvt Ltd 12,Housing Finance Companies,IN,AAA,,2026-06-30
CP-00343,Housing Finance Companie Pvt Ltd 13,Housing Finance Companies,IN,AA,,2026-06-30
CP-00344,Housing Finance Companie Enterprises 14,Housing Finance Companies,IN,A,,2026-06-30
CP-00345,Information Technology Enterprises 1,Information Technology,IN,BBB,,2026-06-30
CP-00346,Information Technology Holdings Ltd 2,Information Technology,IN,AA,,2026-06-30
CP-00347,Information Technology Corp 3,Information Technology,IN,BBB,,2026-06-30
CP-00348,Information Technology Industries Ltd 4,Information Technology,IN,AA,,2026-06-30
CP-00349,Information Technology Pvt Ltd 5,Information Technology,IN,BBB,,2026-06-30
CP-00350,Information Technology Enterprises 6,Information Technology,IN,A,,2026-06-30
CP-00351,Information Technology Holdings Ltd 7,Information Technology,IN,A,,2026-06-30
CP-00352,Information Technology Enterprises 8,Information Technology,IN,AA,,2026-06-30
CP-00353,Information Technology & Co 9,Information Technology,IN,A,,2026-06-30
CP-00354,Information Technology Industries Ltd 10,Information Technology,IN,A,,2026-06-30
CP-00355,Information Technology & Co 11,Information Technology,IN,BBB,,2026-06-30
CP-00356,Information Technology & Co 12,Information Technology,IN,A,,2026-06-30
CP-00357,Information Technology Corp 13,Information Technology,IN,AA,,2026-06-30
CP-00358,Infrastructure Developme & Co 1,Infrastructure Development,IN,A,,2026-06-30
CP-00359,Infrastructure Developme Pvt Ltd 2,Infrastructure Development,IN,BBB,,2026-06-30
CP-00360,Infrastructure Developme Corp 3,Infrastructure Development,IN,AA,,2026-06-30
CP-00361,Infrastructure Developme Corp 4,Infrastructure Development,IN,AA,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00362,Infrastructure Developme & Co 5,Infrastructure Development,IN,A,,2026-06-30
CP-00363,Infrastructure Developme Corp 6,Infrastructure Development,IN,A,,2026-06-30
CP-00364,Infrastructure Developme Pvt Ltd 7,Infrastructure Development,IN,BBB,,2026-06-30
CP-00365,Infrastructure Developme Pvt Ltd 8,Infrastructure Development,IN,BBB,,2026-06-30
CP-00366,Infrastructure Developme & Co 9,Infrastructure Development,IN,A,,2026-06-30
CP-00367,Infrastructure Developme Pvt Ltd 10,Infrastructure Development,IN,BBB,,2026-06-30
CP-00368,Infrastructure Developme Holdings Ltd 11,Infrastructure Development,IN,BBB,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00369,Infrastructure Developme Pvt Ltd 12,Infrastructure Development,IN,BBB,,2026-06-30
CP-00370,Infrastructure Developme & Co 13,Infrastructure Development,IN,A,,2026-06-30
CP-00371,Infrastructure Developme Holdings Ltd 14,Infrastructure Development,IN,BBB,,2026-06-30
CP-00372,Infrastructure Developme Enterprises 15,Infrastructure Development,IN,A,,2026-06-30
CP-00373,Iron and Steel Corp 1,Iron and Steel,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00374,Iron and Steel Corp 2,Iron and Steel,IN,A,,2026-06-30
CP-00375,Iron and Steel Enterprises 3,Iron and Steel,IN,AA,,2026-06-30
CP-00376,Iron and Steel & Co 4,Iron and Steel,IN,BBB,,2026-06-30
CP-00377,Iron and Steel & Co 5,Iron and Steel,IN,A,,2026-06-30
CP-00378,Iron and Steel Industries Ltd 6,Iron and Steel,IN,BBB,,2026-06-30
CP-00379,Iron and Steel & Co 7,Iron and Steel,IN,BBB,,2026-06-30
CP-00380,Iron and Steel Industries Ltd 8,Iron and Steel,IN,AA,,2026-06-30
CP-00381,Iron and Steel Enterprises 9,Iron and Steel,IN,AA,,2026-06-30
CP-00382,Iron and Steel Pvt Ltd 10,Iron and Steel,IN,AA,,2026-06-30
CP-00383,Iron and Steel Enterprises 11,Iron and Steel,IN,AA,,2026-06-30
CP-00384,Iron and Steel Holdings Ltd 12,Iron and Steel,IN,BBB,,2026-06-30
CP-00385,Iron and Steel Enterprises 13,Iron and Steel,IN,BBB,,2026-06-30
CP-00386,Iron and Steel & Co 14,Iron and Steel,IN,BBB,,2026-06-30
CP-00387,Iron and Steel Pvt Ltd 15,Iron and Steel,IN,A,,2026-06-30
CP-00388,Mining and Minerals Corp 1,Mining and Minerals,IN,AA,,2026-06-30
CP-00389,Mining and Minerals Corp 2,Mining and Minerals,IN,AA,,2026-06-30
CP-00390,Mining and Minerals & Co 3,Mining and Minerals,IN,AA,,2026-06-30
CP-00391,Mining and Minerals Corp 4,Mining and Minerals,IN,AAA,,2026-06-30
CP-00392,Mining and Minerals & Co 5,Mining and Minerals,IN,A,,2026-06-30
CP-00393,Mining and Minerals Corp 6,Mining and Minerals,IN,AA,,2026-06-30
CP-00394,Mining and Minerals Pvt Ltd 7,Mining and Minerals,IN,AA,,2026-06-30
CP-00395,Mining and Minerals & Co 8,Mining and Minerals,IN,AA,,2026-06-30
CP-00396,Mining and Minerals Enterprises 9,Mining and Minerals,IN,A,,2026-06-30
CP-00397,Mining and Minerals Pvt Ltd 10,Mining and Minerals,IN,AAA,,2026-06-30
CP-00398,Mining and Minerals Enterprises 11,Mining and Minerals,IN,AAA,,2026-06-30
CP-00399,Mining and Minerals Enterprises 12,Mining and Minerals,IN,AAA,,2026-06-30
CP-00400,Mining and Minerals Pvt Ltd 13,Mining and Minerals,IN,AAA,,2026-06-30
CP-00401,Mining and Minerals Holdings Ltd 14,Mining and Minerals,IN,AA,,2026-06-30
CP-00402,NBFCs Industries Ltd 1,NBFCs,IN,AAA,,2026-06-30
CP-00403,NBFCs Pvt Ltd 2,NBFCs,IN,A,,2026-06-30
CP-00404,NBFCs Industries Ltd 3,NBFCs,IN,AAA,,2026-06-30
CP-00405,NBFCs Corp 4,NBFCs,IN,AA,,2026-06-30
CP-00406,NBFCs Corp 5,NBFCs,Overseas,AAA,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00407,NBFCs Pvt Ltd 6,NBFCs,IN,AA,,2026-06-30
CP-00408,NBFCs Corp 7,NBFCs,IN,AAA,,2026-06-30
CP-00409,NBFCs Industries Ltd 8,NBFCs,IN,AA,,2026-06-30
CP-00410,NBFCs Corp 9,NBFCs,IN,AA,,2026-06-30
CP-00411,NBFCs Corp 10,NBFCs,IN,AA,,2026-06-30
CP-00412,NBFCs Corp 11,NBFCs,IN,AAA,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00413,NBFCs Enterprises 12,NBFCs,IN,AA,,2026-06-30
CP-00414,NBFCs Enterprises 13,NBFCs,IN,AAA,,2026-06-30
CP-00415,NBFCs & Co 14,NBFCs,IN,A,,2026-06-30
CP-00416,NBFCs & Co 15,NBFCs,IN,AAA,,2026-06-30
CP-00417,NBFCs & Co 16,NBFCs,IN,AA,,2026-06-30
CP-00418,Non-ferrous Metals Enterprises 1,Non-ferrous Metals,IN,BBB,,2026-06-30
CP-00419,Non-ferrous Metals Corp 2,Non-ferrous Metals,IN,BBB,,2026-06-30
CP-00420,Non-ferrous Metals Holdings Ltd 3,Non-ferrous Metals,IN,AA,,2026-06-30
CP-00421,Non-ferrous Metals Enterprises 4,Non-ferrous Metals,IN,A,,2026-06-30
CP-00422,Non-ferrous Metals Industries Ltd 5,Non-ferrous Metals,IN,A,,2026-06-30
CP-00423,Non-ferrous Metals Corp 6,Non-ferrous Metals,IN,AA,,2026-06-30
CP-00424,Non-ferrous Metals Holdings Ltd 7,Non-ferrous Metals,IN,AA,,2026-06-30
CP-00425,Non-ferrous Metals Corp 8,Non-ferrous Metals,IN,BBB,,2026-06-30
CP-00426,Non-ferrous Metals Pvt Ltd 9,Non-ferrous Metals,IN,A,,2026-06-30
CP-00427,Non-ferrous Metals Industries Ltd 10,Non-ferrous Metals,IN,BBB,,2026-06-30
CP-00428,Non-ferrous Metals Holdings Ltd 11,Non-ferrous Metals,IN,A,,2026-06-30
CP-00429,Non-ferrous Metals Corp 12,Non-ferrous Metals,IN,AA,,2026-06-30
CP-00430,Non-ferrous Metals Holdings Ltd 13,Non-ferrous Metals,IN,BBB,,2026-06-30
CP-00431,Non-ferrous Metals Corp 14,Non-ferrous Metals,IN,AA,,2026-06-30
CP-00432,Other Non-metalic Minera Pvt Ltd 1,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00433,Other Non-metalic Minera & Co 2,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00434,Other Non-metalic Minera Enterprises 3,Other Non-metalic Mineral Products,IN,AA,,2026-06-30
CP-00435,Other Non-metalic Minera Industries Ltd 4,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00436,Other Non-metalic Minera Pvt Ltd 5,Other Non-metalic Mineral Products,IN,AA,,2026-06-30
CP-00437,Other Non-metalic Minera Industries Ltd 6,Other Non-metalic Mineral Products,Overseas,AA,,2026-06-30
CP-00438,Other Non-metalic Minera Pvt Ltd 7,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00439,Other Non-metalic Minera Industries Ltd 8,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00440,Other Non-metalic Minera & Co 9,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00441,Other Non-metalic Minera Pvt Ltd 10,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00442,Other Non-metalic Minera Pvt Ltd 11,Other Non-metalic Mineral Products,IN,A,,2026-06-30
CP-00443,Other Non-metalic Minera Corp 12,Other Non-metalic Mineral Products,IN,BBB,,2026-06-30
CP-00444,Other Non-metalic Minera Industries Ltd 13,Other Non-metalic Mineral Products,IN,AA,,2026-06-30
CP-00445,"Paper, Printing and Stat Pvt Ltd 1","Paper, Printing and Stationery",IN,BBB,,2026-06-30
CP-00446,"Paper, Printing and Stat Holdings Ltd 2","Paper, Printing and Stationery",IN,A,,2026-06-30
CP-00447,"Paper, Printing and Stat & Co 3","Paper, Printing and Stationery",IN,AA,,2026-06-30
CP-00448,"Paper, Printing and Stat Corp 4","Paper, Printing and Stationery",IN,AA,,2026-06-30
CP-00449,"Paper, Printing and Stat Holdings Ltd 5","Paper, Printing and Stationery",IN,AA,,2026-06-30
CP-00450,"Paper, Printing and Stat Holdings Ltd 6","Paper, Printing and Stationery",IN,AA,,2026-06-30
CP-00451,"Paper, Printing and Stat Holdings Ltd 7","Paper, Printing and Stationery",IN,AA,,2026-06-30
CP-00452,"Paper, Printing and Stat Industries Ltd 8","Paper, Printing and Stationery",IN,A,,2026-06-30
CP-00453,"Paper, Printing and Stat Holdings Ltd 9","Paper, Printing and Stationery",IN,A,,2026-06-30
CP-00454,"Paper, Printing and Stat Corp 10","Paper, Printing and Stationery",IN,BBB,,2026-06-30
CP-00455,"Paper, Printing and Stat & Co 11","Paper, Printing and Stationery",IN,AA,,2026-06-30
CP-00456,"Paper, Printing and Stat Holdings Ltd 12","Paper, Printing and Stationery",IN,A,,2026-06-30
CP-00457,"Paper, Printing and Stat Pvt Ltd 13","Paper, Printing and Stationery",IN,A,,2026-06-30
CP-00458,Plastic Enterprises 1,Plastic & Products,IN,BBB,,2026-06-30
CP-00459,Plastic Enterprises 2,Plastic & Products,IN,A,,2026-06-30
CP-00460,Plastic Enterprises 3,Plastic & Products,IN,A,,2026-06-30
CP-00461,Plastic Holdings Ltd 4,Plastic & Products,IN,BBB,,2026-06-30
CP-00462,Plastic Enterprises 5,Plastic & Products,IN,BBB,,2026-06-30
CP-00463,Plastic Enterprises 6,Plastic & Products,IN,BBB,,2026-06-30
CP-00464,Plastic Industries Ltd 7,Plastic & Products,IN,A,,2026-06-30
CP-00465,Plastic Industries Ltd 8,Plastic & Products,IN,AA,,2026-06-30
CP-00466,Plastic Pvt Ltd 9,Plastic & Products,IN,BBB,,2026-06-30
CP-00467,Plastic Corp 10,Plastic & Products,IN,A,,2026-06-30
CP-00468,Plastic Pvt Ltd 11,Plastic & Products,IN,BBB,,2026-06-30
CP-00469,Plastic Industries Ltd 12,Plastic & Products,IN,A,,2026-06-30
CP-00470,Plastic Industries Ltd 13,Plastic & Products,IN,AA,,2026-06-30
CP-00471,Power Industries Ltd 1,Power,IN,A,,2026-06-30
CP-00472,Power Industries Ltd 2,Power,IN,A,,2026-06-30
CP-00473,Power Pvt Ltd 3,Power,IN,BBB,,2026-06-30
CP-00474,Power Holdings Ltd 4,Power,IN,AA,,2026-06-30
CP-00475,Power Holdings Ltd 5,Power,IN,A,,2026-06-30
CP-00476,Power Pvt Ltd 6,Power,IN,A,,2026-06-30
CP-00477,Power Enterprises 7,Power,IN,AA,,2026-06-30
CP-00478,Power Corp 8,Power,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00479,Power Enterprises 9,Power,IN,A,,2026-06-30
CP-00480,Power & Co 10,Power,IN,AA,,2026-06-30
CP-00481,Power Industries Ltd 11,Power,IN,BBB,,2026-06-30
CP-00482,Power Pvt Ltd 12,Power,IN,A,,2026-06-30
CP-00483,Power Enterprises 13,Power,IN,A,,2026-06-30
CP-00484,Power Corp 14,Power,IN,AA,,2026-06-30
CP-00485,Power Industries Ltd 15,Power,IN,AA,,2026-06-30
CP-00486,Real Estate & Co 1,Real Estate & Property Services,IN,A,,2026-06-30
CP-00487,Real Estate Pvt Ltd 2,Real Estate & Property Services,IN,BBB,,2026-06-30
CP-00488,Real Estate Holdings Ltd 3,Real Estate & Property Services,IN,BBB,,2026-06-30
CP-00489,Real Estate Holdings Ltd 4,Real Estate & Property Services,IN,A,,2026-06-30
CP-00490,Real Estate & Co 5,Real Estate & Property Services,IN,BBB,,2026-06-30
CP-00491,Real Estate Enterprises 6,Real Estate & Property Services,IN,BBB,,2026-06-30
CP-00492,Real Estate Pvt Ltd 7,Real Estate & Property Services,IN,A,,2026-06-30
CP-00493,Real Estate & Co 8,Real Estate & Property Services,IN,BBB,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00494,Real Estate Enterprises 9,Real Estate & Property Services,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00495,Real Estate Holdings Ltd 10,Real Estate & Property Services,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00496,Real Estate & Co 11,Real Estate & Property Services,IN,AA,,2026-06-30
CP-00497,Real Estate Corp 12,Real Estate & Property Services,IN,BBB,,2026-06-30
CP-00498,Real Estate Holdings Ltd 13,Real Estate & Property Services,IN,AA,,2026-06-30
CP-00499,Real Estate & Co 14,Real Estate & Property Services,IN,BBB,,2026-06-30
CP-00500,Real Estate Enterprises 15,Real Estate & Property Services,IN,A,,2026-06-30
CP-00501,Retail Trade Industries Ltd 1,Retail Trade,IN,A,,2026-06-30
CP-00502,Retail Trade Industries Ltd 2,Retail Trade,IN,BBB,,2026-06-30
CP-00503,Retail Trade Enterprises 3,Retail Trade,IN,BBB,,2026-06-30
CP-00504,Retail Trade Holdings Ltd 4,Retail Trade,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00505,Retail Trade Industries Ltd 5,Retail Trade,IN,A,,2026-06-30
CP-00506,Retail Trade Industries Ltd 6,Retail Trade,IN,BBB,,2026-06-30
CP-00507,Retail Trade Pvt Ltd 7,Retail Trade,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00508,Retail Trade Industries Ltd 8,Retail Trade,IN,BB,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00509,Retail Trade Pvt Ltd 9,Retail Trade,IN,A,,2026-06-30
CP-00510,Retail Trade Corp 10,Retail Trade,IN,BB,,2026-06-30
CP-00511,Retail Trade Enterprises 11,Retail Trade,IN,BBB,,2026-06-30
CP-00512,Retail Trade Enterprises 12,Retail Trade,IN,BB,,2026-06-30
CP-00513,Retail Trade & Co 13,Retail Trade,IN,BBB,,2026-06-30
CP-00514,Retail Trade Corp 14,Retail Trade,IN,A,,2026-06-30
CP-00515,Retail Trade Pvt Ltd 15,Retail Trade,IN,A,,2026-06-30
CP-00516,Road Transportation Enterprises 1,Road Transportation,IN,BBB,,2026-06-30
CP-00517,Road Transportation Holdings Ltd 2,Road Transportation,IN,BB,,2026-06-30
CP-00518,Road Transportation Enterprises 3,Road Transportation,IN,BB,,2026-06-30
CP-00519,Road Transportation Corp 4,Road Transportation,IN,BBB,,2026-06-30
CP-00520,Road Transportation Pvt Ltd 5,Road Transportation,IN,BBB,,2026-06-30
CP-00521,Road Transportation Industries Ltd 6,Road Transportation,IN,BBB,,2026-06-30
CP-00522,Road Transportation Corp 7,Road Transportation,IN,BBB,,2026-06-30
CP-00523,Road Transportation Industries Ltd 8,Road Transportation,IN,BBB,,2026-06-30
CP-00524,Road Transportation Holdings Ltd 9,Road Transportation,IN,A,,2026-06-30
CP-00525,Road Transportation Holdings Ltd 10,Road Transportation,IN,A,,2026-06-30
CP-00526,Road Transportation Industries Ltd 11,Road Transportation,IN,A,,2026-06-30
CP-00527,Road Transportation Enterprises 12,Road Transportation,IN,BB,,2026-06-30
CP-00528,Road Transportation Industries Ltd 13,Road Transportation,IN,BB,,2026-06-30
CP-00529,Road Transportation Corp 14,Road Transportation,IN,A,,2026-06-30
CP-00530,Road Transportation Pvt Ltd 15,Road Transportation,IN,BBB,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00531,Telecom Holdings Ltd 1,Telecom,IN,AA,,2026-06-30
CP-00532,Telecom Corp 2,Telecom,IN,AAA,,2026-06-30
CP-00533,Telecom Holdings Ltd 3,Telecom,IN,A,,2026-06-30
CP-00534,Telecom Holdings Ltd 4,Telecom,IN,AA,,2026-06-30
CP-00535,Telecom Corp 5,Telecom,IN,AAA,,2026-06-30
CP-00536,Telecom & Co 6,Telecom,IN,AAA,,2026-06-30
CP-00537,Telecom Industries Ltd 7,Telecom,IN,A,,2026-06-30
CP-00538,Telecom Pvt Ltd 8,Telecom,IN,AAA,,2026-06-30
CP-00539,Telecom Enterprises 9,Telecom,IN,AAA,,2026-06-30
CP-00540,Telecom Corp 10,Telecom,IN,AAA,,2026-06-30
CP-00541,Telecom Industries Ltd 11,Telecom,IN,AA,,2026-06-30
CP-00542,Telecom Industries Ltd 12,Telecom,IN,AA,,2026-06-30
CP-00543,Telecom Pvt Ltd 13,Telecom,IN,AAA,,2026-06-30
CP-00544,Telecom & Co 14,Telecom,IN,A,,2026-06-30
CP-00545,Textiles Industries Ltd 1,Textiles & Garments,IN,A,,2026-06-30
CP-00546,Textiles Holdings Ltd 2,Textiles & Garments,IN,BBB,,2026-06-30
CP-00547,Textiles Enterprises 3,Textiles & Garments,IN,BBB,,2026-06-30
CP-00548,Textiles Pvt Ltd 4,Textiles & Garments,Overseas,BBB,,2026-06-30
CP-00549,Textiles Holdings Ltd 5,Textiles & Garments,IN,BBB,,2026-06-30
CP-00550,Textiles Holdings Ltd 6,Textiles & Garments,IN,A,,2026-06-30
CP-00551,Textiles Pvt Ltd 7,Textiles & Garments,IN,BBB,,2026-06-30
CP-00552,Textiles Holdings Ltd 8,Textiles & Garments,IN,A,,2026-06-30
CP-00553,Textiles Holdings Ltd 9,Textiles & Garments,IN,BBB,,2026-06-30
CP-00554,Textiles & Co 10,Textiles & Garments,IN,BBB,,2026-06-30
CP-00555,Textiles Industries Ltd 11,Textiles & Garments,IN,BB,,2026-06-30
CP-00556,Textiles Corp 12,Textiles & Garments,IN,BBB,,2026-06-30
CP-00557,Textiles Corp 13,Textiles & Garments,IN,BBB,,2026-06-30
CP-00558,Textiles Corp 14,Textiles & Garments,IN,A,,2026-06-30
CP-00559,Textiles Corp 15,Textiles & Garments,IN,BBB,,2026-06-30
CP-00560,Wholesale Trade Corp 1,Wholesale Trade - Industrial,IN,BBB,,2026-06-30
CP-00561,Wholesale Trade Holdings Ltd 2,Wholesale Trade - Industrial,IN,BB,,2026-06-30
CP-00562,Wholesale Trade Pvt Ltd 3,Wholesale Trade - Industrial,IN,A,,2026-06-30
CP-00563,Wholesale Trade & Co 4,Wholesale Trade - Industrial,IN,A,,2026-06-30
CP-00564,Wholesale Trade Industries Ltd 5,Wholesale Trade - Industrial,IN,BBB,,2026-06-30
CP-00565,Wholesale Trade & Co 6,Wholesale Trade - Industrial,IN,BB,,2026-06-30
CP-00566,Wholesale Trade Holdings Ltd 7,Wholesale Trade - Industrial,IN,BB,,2026-06-30
CP-00567,Wholesale Trade Enterprises 8,Wholesale Trade - Industrial,IN,BBB,,2026-06-30
CP-00568,Wholesale Trade Pvt Ltd 9,Wholesale Trade - Industrial,IN,BB,,2026-06-30
CP-00569,Wholesale Trade Enterprises 10,Wholesale Trade - Industrial,IN,BB,,2026-06-30
CP-00570,Wholesale Trade Enterprises 11,Wholesale Trade - Industrial,IN,BB,,2026-06-30
CP-00571,Wholesale Trade Holdings Ltd 12,Wholesale Trade - Industrial,IN,BB,,2026-06-30
CP-00572,Wholesale Trade Holdings Ltd 13,Wholesale Trade - Industrial,IN,BBB,,2026-06-30
CP-00573,Wholesale Trade Corp 14,Wholesale Trade - Industrial,IN,BBB,,2026-06-30
CP-00574,Wholesale Trade Holdings Ltd 15,Wholesale Trade - Industrial,IN,A,,2026-06-30
CP-00575,Wholesale Trade Corp 1,Wholesale Trade - Non Industrial,IN,A,,2026-06-30
CP-00576,Wholesale Trade Industries Ltd 2,Wholesale Trade - Non Industrial,IN,A,,2026-06-30
CP-00577,Wholesale Trade Industries Ltd 3,Wholesale Trade - Non Industrial,IN,A,,2026-06-30
CP-00578,Wholesale Trade Enterprises 4,Wholesale Trade - Non Industrial,IN,BBB,,2026-06-30
CP-00579,Wholesale Trade Corp 5,Wholesale Trade - Non Industrial,IN,BBB,,2026-06-30
CP-00580,Wholesale Trade & Co 6,Wholesale Trade - Non Industrial,IN,AA,,2026-06-30
CP-00581,Wholesale Trade Enterprises 7,Wholesale Trade - Non Industrial,IN,AA,,2026-06-30
CP-00582,Wholesale Trade Holdings Ltd 8,Wholesale Trade - Non Industrial,IN,AA,,2026-06-30
CP-00583,Wholesale Trade Corp 9,Wholesale Trade - Non Industrial,IN,AA,,2026-06-30
CP-00584,Wholesale Trade Pvt Ltd 10,Wholesale Trade - Non Industrial,IN,BBB,,2026-06-30
CP-00585,Wholesale Trade & Co 11,Wholesale Trade - Non Industrial,IN,BBB,,2026-06-30
CP-00586,Wholesale Trade Corp 12,Wholesale Trade - Non Industrial,IN,BBB,,2026-06-30
CP-00587,Wholesale Trade Enterprises 13,Wholesale Trade - Non Industrial,IN,BBB,,2026-06-30
CP-00588,Wholesale Trade Enterprises 14,Wholesale Trade - Non Industrial,IN,A,,2026-06-30
CP-00589,Wholesale Trade Industries Ltd 15,Wholesale Trade - Non Industrial,IN,A,,2026-06-30
CP-00590,Other Industries Corp 1,Other Industries,IN,BBB,,2026-06-30
CP-00591,Other Industries Corp 2,Other Industries,IN,BBB,,2026-06-30
CP-00592,Other Industries Industries Ltd 3,Other Industries,IN,AA,,2026-06-30
CP-00593,Other Industries Corp 4,Other Industries,IN,AA,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00594,Other Industries Enterprises 5,Other Industries,IN,BBB,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00595,Other Industries & Co 6,Other Industries,IN,AA,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00596,Other Industries Industries Ltd 7,Other Industries,IN,BBB,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00597,Other Industries Pvt Ltd 8,Other Industries,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00598,Other Industries Corp 9,Other Industries,IN,A,LARGE_EXPOSURE_TOP5PCT,2026-06-30
CP-00599,Other Industries Industries Ltd 10,Other Industries,IN,BBB,,2026-06-30
CP-00600,Other Industries & Co 11,Other Industries,IN,A,,2026-06-30
CP-00601,Other Industries Pvt Ltd 12,Other Industries,IN,BBB,,2026-06-30
CP-00602,Other Industries Corp 13,Other Industries,IN,A,,2026-06-30
CP-00603,Other Industries Holdings Ltd 14,Other Industries,IN,BBB,,2026-06-30
CP-00604,Other Industries Pvt Ltd 15,Other Industries,IN,BBB,,2026-06-30
CP-00605,Other Industries Industries Ltd 16,Other Industries,IN,AA,,2026-06-30
