ENTRY_ID,ACCOUNT_CODE,AMOUNT,CURRENCY,POSTING_DATE,COUNTERPARTY_ID,POSITION_ID,INJECTED_CASE_ID
GL-000296,ADVANCES_FUND,1727004268.69,INR,2023-07-31,CP-00182,POS-000611,
GL-000297,ADVANCES_FUND,4826639364.81,INR,2025-05-04,CP-00174,POS-000582,
GL-000298,ADVANCES_FUND,47179398463.44,INR,2023-11-13,CP-00175,POS-000585,
GL-000299,ADVANCES_FUND,685763614.07,INR,2025-06-18,CP-00183,POS-000614,
GL-000300,ADVANCES_FUND,1222348393.36,INR,2026-06-03,CP-00180,POS-000602,
GL-000301,ADVANCES_FUND,1309082309.05,INR,2026-03-02,CP-00177,POS-000589,
GL-000302,ADVANCES_FUND,2329425046.07,INR,2025-09-04,CP-00178,POS-000593,
GL-000303,ADVANCES_FUND,1895942135.28,INR,2025-12-08,CP-00179,POS-000599,
GL-000304,ADVANCES_FUND,5464924156.1,INR,2026-01-09,CP-00177,POS-000590,
GL-000305,ADVANCES_FUND,336234196.14,INR,2025-05-07,CP-00181,POS-000606,
GL-000306,ADVANCES_FUND,67739697.32,INR,2023-07-28,CP-00181,POS-000607,
GL-000307,ADVANCES_FUND,11146366318.34,INR,2025-11-23,CP-00176,POS-000587,
GL-000308,ADVANCES_FUND,1030951181.83,INR,2025-10-16,CP-00179,POS-000600,
GL-000309,ADVANCES_FUND,1357324616.46,INR,2023-07-07,CP-00182,POS-000610,
GL-000310,ADVANCES_FUND,448560518.94,INR,2025-11-22,CP-00179,POS-000598,
GL-000311,ADVANCES_FUND,261774786.91,INR,2024-01-03,CP-00178,POS-000594,
GL-000312,ADVANCES_FUND,3471251555.76,INR,2024-08-20,CP-00173,POS-000579,
GL-000313,ADVANCES_FUND,1124395697.31,INR,2023-09-19,CP-00174,POS-000583,
GL-000314,ADVANCES_FUND,2751323927.64,INR,2024-10-29,CP-00173,POS-000580,
GL-000315,ADVANCES_FUND,129264784247.65,INR,2024-03-17,CP-00197,POS-000662,
GL-000316,ADVANCES_FUND,215407613.76,INR,2023-10-14,CP-00195,POS-000653,
GL-000317,ADVANCES_FUND,42118734335.96,INR,2024-09-09,CP-00197,POS-000661,
GL-000318,ADVANCES_FUND,432287055759.51,INR,2025-04-22,CP-00192,POS-000641,
GL-000319,ADVANCES_FUND,105824035138.08,INR,2025-03-18,CP-00193,POS-000645,
GL-000320,ADVANCES_FUND,10874784153.19,INR,2023-08-29,CP-00196,POS-000658,
GL-000321,ADVANCES_FUND,10938922862.39,INR,2026-01-16,CP-00200,POS-000672,
GL-000322,ADVANCES_FUND,8529539981359.92,INR,2023-11-05,CP-00189,POS-000630,
GL-000323,ADVANCES_FUND,111075565.63,INR,2025-03-25,CP-00195,POS-000655,
GL-000324,ADVANCES_FUND,90934789565.05,INR,2024-09-22,CP-00194,POS-000650,
GL-000325,ADVANCES_FUND,57904158384.76,INR,2024-06-30,CP-00196,POS-000657,
GL-000326,ADVANCES_FUND,84390489838.53,INR,2026-04-02,CP-00199,POS-000667,
GL-000327,ADVANCES_FUND,38610892912.52,INR,2026-01-19,CP-00187,POS-000625,
GL-000328,ADVANCES_FUND,30371121725.58,INR,2026-01-05,CP-00192,POS-000642,
GL-000329,ADVANCES_FUND,7400659471.35,INR,2024-02-29,CP-00188,POS-000627,
GL-000330,ADVANCES_FUND,1446333255.45,INR,2026-04-07,CP-00191,POS-000636,
GL-000331,ADVANCES_FUND,60299060163.71,INR,2024-08-31,CP-00186,POS-000622,
GL-000332,ADVANCES_FUND,2872105786.08,INR,2026-03-04,CP-00194,POS-000648,
GL-000333,ADVANCES_FUND,3809904231.04,INR,2024-03-12,CP-00201,POS-000675,
GL-000334,ADVANCES_FUND,6310961595.97,INR,2023-07-27,CP-00200,POS-000671,
GL-000335,ADVANCES_FUND,15809191319.81,INR,2025-04-03,CP-00199,POS-000668,
GL-000336,ADVANCES_FUND,37199431449.47,INR,2025-11-10,CP-00198,POS-000665,
GL-000337,ADVANCES_FUND,1228084499.5,INR,2025-02-28,CP-00191,POS-000637,
GL-000338,ADVANCES_FUND,121436152282.17,INR,2024-06-04,CP-00202,POS-000678,
GL-000339,ADVANCES_FUND,5523900317.86,INR,2024-04-25,CP-00195,POS-000654,
GL-000340,ADVANCES_FUND,5330713900.17,INR,2024-08-03,CP-00201,POS-000676,
GL-000341,ADVANCES_FUND,12393490467.92,INR,2024-10-01,CP-00190,POS-000632,
GL-000342,ADVANCES_FUND,15452998334.1,INR,2024-08-08,CP-00194,POS-000649,
GL-000343,ADVANCES_FUND,42892608359.12,INR,2025-11-05,CP-00193,POS-000646,
GL-000344,ADVANCES_FUND,38033955942.83,INR,2025-11-16,CP-00186,POS-000623,
GL-000345,ADVANCES_FUND,24262138082.88,INR,2023-09-15,CP-00191,POS-000638,
GL-000346,ADVANCES_FUND,21001571404.36,INR,2024-10-04,CP-00202,POS-000679,
GL-000347,ADVANCES_FUND,51231805673.68,INR,2023-12-01,CP-00202,POS-000680,
GL-000348,ADVANCES_FUND,11600337442.52,INR,2026-01-31,CP-00208,POS-000702,
GL-000349,ADVANCES_FUND,96171119151.82,INR,2023-12-11,CP-00212,POS-000715,
GL-000350,ADVANCES_FUND,5529304997.79,INR,2023-10-01,CP-00208,POS-000701,
GL-000351,ADVANCES_FUND,38810379987.58,INR,2023-12-19,CP-00210,POS-000708,
GL-000352,ADVANCES_FUND,19716830064.24,INR,2024-08-12,CP-00211,POS-000712,
GL-000353,ADVANCES_FUND,309848969724.24,INR,2023-12-07,CP-00207,POS-000699,
GL-000354,ADVANCES_FUND,2317580938.19,INR,2026-05-27,CP-00204,POS-000687,
GL-000355,ADVANCES_FUND,5610562593.59,INR,2024-01-18,CP-00217,POS-000732,
GL-000356,ADVANCES_FUND,13420554455.26,INR,2024-12-18,CP-00203,POS-000684,
GL-000357,ADVANCES_FUND,9025572423.14,INR,2023-08-16,CP-00204,POS-000688,
GL-000358,ADVANCES_FUND,7974272813.73,INR,2026-03-29,CP-00216,POS-000727,
GL-000359,ADVANCES_FUND,2020009826.06,INR,2023-09-16,CP-00205,POS-000692,
GL-000360,ADVANCES_FUND,1283100261.17,INR,2024-10-10,CP-00205,POS-000693,
GL-000361,ADVANCES_FUND,18716094941.01,INR,2026-03-09,CP-00206,POS-000696,
GL-000362,ADVANCES_FUND,155306182954.39,INR,2024-12-20,CP-00216,POS-000728,
GL-000363,ADVANCES_FUND,64435134521.16,INR,2026-05-21,CP-00211,POS-000711,
GL-000364,ADVANCES_FUND,41674862546.03,INR,2026-04-01,CP-00209,POS-000706,
GL-000365,ADVANCES_FUND,78636093471.13,INR,2024-11-25,CP-00214,POS-000721,
GL-000366,ADVANCES_FUND,19217935013.4,INR,2024-01-19,CP-00203,POS-000682,
GL-000367,ADVANCES_FUND,147688253640.19,INR,2026-03-04,CP-00212,POS-000716,
GL-000368,ADVANCES_FUND,2767663771.88,INR,2025-09-16,CP-00217,POS-000731,
GL-000369,ADVANCES_FUND,19457626854.92,INR,2025-04-28,CP-00215,POS-000724,
GL-000370,ADVANCES_FUND,4368119602.95,INR,2024-11-15,CP-00209,POS-000705,
GL-000371,ADVANCES_FUND,9743945943.86,INR,2026-06-30,CP-00205,POS-000691,
GL-000372,ADVANCES_FUND,20397576218.1,INR,2024-07-31,CP-00213,POS-000719,
GL-000373,ADVANCES_FUND,83618984801.63,INR,2025-01-01,CP-00212,POS-000714,
GL-000374,ADVANCES_FUND,6538431040.02,INR,2023-08-12,CP-00203,POS-000683,
GL-000375,ADVANCES_FUND,1442288524.69,INR,2023-09-28,CP-00219,POS-000737,
GL-000376,ADVANCES_FUND,5670346033.25,INR,2025-10-11,CP-00218,POS-000734,
GL-000377,ADVANCES_FUND,402934795.13,INR,2026-02-25,CP-00223,POS-000748,
GL-000378,ADVANCES_FUND,413014462.54,INR,2026-01-01,CP-00222,POS-000744,
GL-000379,ADVANCES_FUND,111057524.43,INR,2024-08-11,CP-00223,POS-000746,
GL-000380,ADVANCES_FUND,247810541.36,INR,2026-05-29,CP-00231,POS-000775,
GL-000381,ADVANCES_FUND,3548467265.3,INR,2026-03-10,CP-00231,POS-000777,
GL-000382,ADVANCES_FUND,1809534404.18,INR,2024-07-21,CP-00228,POS-000765,
GL-000383,ADVANCES_FUND,83876804682.57,INR,2026-01-22,CP-00221,POS-000742,
GL-000384,ADVANCES_FUND,1000381420.5,INR,2026-04-16,CP-00229,POS-000769,
GL-000385,ADVANCES_FUND,797681457.03,INR,2026-06-08,CP-00227,POS-000760,
GL-000386,ADVANCES_FUND,3965583844.49,INR,2024-05-19,CP-00219,POS-000738,
GL-000387,ADVANCES_FUND,911286641.62,INR,2025-05-29,CP-00229,POS-000768,
GL-000388,ADVANCES_FUND,1720074086.04,INR,2025-08-23,CP-00223,POS-000747,
GL-000389,ADVANCES_FUND,62190784.77,INR,2024-07-30,CP-00224,POS-000752,
GL-000390,ADVANCES_FUND,27914211584.03,INR,2025-12-26,CP-00228,POS-000764,
GL-000391,ADVANCES_FUND,2360674695.84,INR,2024-12-06,CP-00226,POS-000757,
GL-000392,ADVANCES_FUND,651944847.32,INR,2025-01-17,CP-00224,POS-000751,
GL-000393,ADVANCES_FUND,264220809.35,INR,2024-06-22,CP-00229,POS-000770,
GL-000394,ADVANCES_FUND,1030196452.81,INR,2024-08-16,CP-00225,POS-000754,
GL-000395,ADVANCES_FUND,270466649.9,INR,2024-06-21,CP-00220,POS-000740,
GL-000396,ADVANCES_FUND,32550416405.52,INR,2025-11-09,CP-00230,POS-000773,
GL-000397,ADVANCES_FUND,422354961.93,INR,2026-01-28,CP-00231,POS-000776,
GL-000398,ADVANCES_FUND,136783010.52,INR,2024-11-23,CP-00227,POS-000762,
GL-000399,ADVANCES_FUND,1031674114.86,INR,2026-04-29,CP-00227,POS-000761,
GL-000400,ADVANCES_FUND,47411972973.72,INR,2024-06-13,CP-00242,POS-000811,
GL-000401,ADVANCES_FUND,18499292497.72,INR,2025-02-18,CP-00238,POS-000802,
GL-000402,ADVANCES_FUND,2598998928.09,INR,2026-02-19,CP-00239,POS-000804,
GL-000403,ADVANCES_FUND,10305474968.49,INR,2024-09-01,CP-00245,POS-000818,
GL-000404,ADVANCES_FUND,21145392566.81,INR,2026-04-11,CP-00235,POS-000792,
GL-000405,ADVANCES_FUND,5989822333.59,INR,2025-10-21,CP-00234,POS-000788,
GL-000406,ADVANCES_FUND,26965058685.05,INR,2024-05-11,CP-00236,POS-000795,
GL-000407,ADVANCES_FUND,9364254572.44,INR,2025-10-30,CP-00245,POS-000817,
GL-000408,ADVANCES_FUND,150694433375.34,INR,2026-04-22,CP-00244,POS-000815,
GL-000409,ADVANCES_FUND,17946396258.61,INR,2023-08-14,CP-00246,POS-000821,
GL-000410,ADVANCES_FUND,50478106492.1,INR,2025-10-28,CP-00241,POS-000809,
GL-000411,ADVANCES_FUND,4235293069.79,INR,2024-12-14,CP-00238,POS-000801,
GL-000412,ADVANCES_FUND,4492092807.59,INR,2024-01-09,CP-00235,POS-000791,
GL-000413,ADVANCES_FUND,11683660565.31,INR,2023-07-13,CP-00234,POS-000787,
GL-000414,ADVANCES_FUND,17230272870.93,INR,2024-01-26,CP-00232,POS-000780,
GL-000415,ADVANCES_FUND,4675483637.77,INR,2025-06-24,CP-00232,POS-000779,
GL-000416,ADVANCES_FUND,28852742094.6,INR,2023-12-08,CP-00237,POS-000798,
GL-000417,ADVANCES_FUND,5285216887.89,INR,2026-06-17,CP-00233,POS-000783,
GL-000418,ADVANCES_FUND,25648551674.0,INR,2025-07-08,CP-00241,POS-000808,
GL-000419,ADVANCES_FUND,8058488257.32,INR,2025-11-24,CP-00240,POS-000806,
GL-000420,ADVANCES_FUND,472956526.64,INR,2024-11-29,CP-00233,POS-000784,
GL-000421,ADVANCES_FUND,2297972006.8,INR,2023-10-28,CP-00232,POS-000781,
GL-000422,ADVANCES_FUND,54079091241.19,INR,2024-03-06,CP-00243,POS-000813,
GL-000423,ADVANCES_FUND,22442174708.22,INR,2023-07-03,CP-00234,POS-000786,
GL-000424,ADVANCES_FUND,849467277.3,INR,2024-01-05,CP-00292,POS-000976,
GL-000425,ADVANCES_FUND,73058580.12,INR,2025-12-12,CP-00294,POS-000984,
GL-000426,ADVANCES_FUND,226176167.46,INR,2024-10-15,CP-00295,POS-000987,
GL-000427,ADVANCES_FUND,12332877876.4,INR,2023-09-01,CP-00296,POS-000991,
GL-000428,ADVANCES_FUND,413558050.98,INR,2025-03-04,CP-00290,POS-000969,
GL-000429,ADVANCES_FUND,81786831.21,INR,2024-12-23,CP-00294,POS-000983,
GL-000430,ADVANCES_FUND,790826122.67,INR,2026-01-12,CP-00291,POS-000972,
GL-000431,ADVANCES_FUND,757851198.25,INR,2024-11-29,CP-00298,POS-000999,
GL-000432,ADVANCES_FUND,8736726705.77,INR,2024-09-27,CP-00296,POS-000993,
GL-000433,ADVANCES_FUND,77856894.74,INR,2023-07-22,CP-00299,POS-001001,
GL-000434,ADVANCES_FUND,53040538.62,INR,2025-11-22,CP-00299,POS-001003,
GL-000435,ADVANCES_FUND,3379762850.04,INR,2025-05-25,CP-00299,POS-001002,
GL-000436,ADVANCES_FUND,36718656802.45,INR,2024-07-22,CP-00300,POS-001006,
GL-000437,ADVANCES_FUND,906711391.03,INR,2023-09-02,CP-00292,POS-000975,
GL-000438,ADVANCES_FUND,207224010.02,INR,2025-10-13,CP-00289,POS-000965,
GL-000439,ADVANCES_FUND,832895038.68,INR,2024-05-31,CP-00295,POS-000988,
GL-000440,ADVANCES_FUND,1169731671.07,INR,2023-11-11,CP-00297,POS-000997,
GL-000441,ADVANCES_FUND,12936333.16,INR,2024-08-06,CP-00289,POS-000967,
GL-000442,ADVANCES_FUND,1368533874.6,INR,2025-03-20,CP-00293,POS-000979,
GL-000443,ADVANCES_FUND,2000718241.44,INR,2025-10-17,CP-00293,POS-000978,
GL-000444,ADVANCES_FUND,22389856169.86,INR,2025-08-19,CP-00300,POS-001007,
GL-000445,ADVANCES_FUND,768551020.69,INR,2026-05-05,CP-00301,POS-001010,
GL-000446,ADVANCES_FUND,518596362.95,INR,2026-01-15,CP-00294,POS-000982,
GL-000447,ADVANCES_FUND,193734140.82,INR,2025-03-08,CP-00293,POS-000980,
GL-000448,ADVANCES_FUND,3363367.22,INR,2026-01-28,CP-00289,POS-000966,
GL-000449,ADVANCES_FUND,18002482.43,INR,2026-06-19,CP-00297,POS-000996,
GL-000450,ADVANCES_FUND,1804585920.24,INR,2025-02-27,CP-00252,POS-000842,
GL-000451,ADVANCES_FUND,2569115426.35,INR,2024-07-06,CP-00250,POS-000836,
GL-000452,ADVANCES_FUND,6198671831.56,INR,2023-07-21,CP-00251,POS-000839,
GL-000453,ADVANCES_FUND,754253002.3,INR,2024-02-18,CP-00253,POS-000846,
GL-000454,ADVANCES_FUND,6668515875.66,INR,2024-04-01,CP-00258,POS-000862,
GL-000455,ADVANCES_FUND,939487885.21,INR,2023-08-05,CP-00252,POS-000841,
GL-000456,ADVANCES_FUND,3327122419.46,INR,2024-06-06,CP-00255,POS-000852,
GL-000457,ADVANCES_FUND,10641625289.01,INR,2025-10-20,CP-00257,POS-000858,
GL-000458,ADVANCES_FUND,1654251420.58,INR,2024-04-26,CP-00247,POS-000824,
GL-000459,ADVANCES_FUND,829565018.41,INR,2025-07-13,CP-00256,POS-000854,
GL-000460,ADVANCES_FUND,1530120771.46,INR,2025-07-03,CP-00254,POS-000849,
GL-000461,ADVANCES_FUND,234727828.0,INR,2024-07-24,CP-00249,POS-000833,
GL-000462,ADVANCES_FUND,1929515803.1,INR,2025-07-20,CP-00256,POS-000855,
GL-000463,ADVANCES_FUND,370459599.1,INR,2026-06-04,CP-00249,POS-000832,
GL-000464,ADVANCES_FUND,420771630.94,INR,2023-07-02,CP-00253,POS-000845,
GL-000465,ADVANCES_FUND,2648786585.36,INR,2024-10-13,CP-00247,POS-000825,
GL-000466,ADVANCES_FUND,4867952938.77,INR,2024-06-27,CP-00248,POS-000829,
GL-000467,ADVANCES_FUND,56299441.84,INR,2024-01-27,CP-00254,POS-000850,
GL-000468,ADVANCES_FUND,2021339117.09,INR,2024-08-05,CP-00258,POS-000863,
GL-000469,ADVANCES_FUND,555635032.51,INR,2024-08-31,CP-00258,POS-000861,
GL-000470,ADVANCES_FUND,14045859897.53,INR,2024-02-14,CP-00248,POS-000828,
GL-000471,ADVANCES_FUND,8564437265.52,INR,2025-08-11,CP-00259,POS-000866,
GL-000472,ADVANCES_FUND,356151483.47,INR,2025-04-23,CP-00273,POS-000916,
GL-000473,ADVANCES_FUND,1583348596.3,INR,2024-08-03,CP-00267,POS-000892,
GL-000474,ADVANCES_FUND,13066901848.53,INR,2025-05-31,CP-00263,POS-000879,
GL-000475,ADVANCES_FUND,6851655274.1,INR,2025-06-02,CP-00267,POS-000893,
GL-000476,ADVANCES_FUND,46096630422.44,INR,2024-03-21,CP-00266,POS-000889,
GL-000477,ADVANCES_FUND,858741112.93,INR,2024-09-21,CP-00265,POS-000887,
GL-000478,ADVANCES_FUND,479740616.18,INR,2025-09-14,CP-00267,POS-000894,
GL-000479,ADVANCES_FUND,1946746002.95,INR,2025-04-10,CP-00260,POS-000870,
GL-000480,ADVANCES_FUND,23490237506.56,INR,2023-12-29,CP-00262,POS-000877,
GL-000481,ADVANCES_FUND,183335124.0,INR,2024-11-29,CP-00264,POS-000882,
GL-000482,ADVANCES_FUND,14056641192.59,INR,2026-04-08,CP-00272,POS-000910,
GL-000483,ADVANCES_FUND,6778161578.48,INR,2023-12-05,CP-00270,POS-000903,
GL-000484,ADVANCES_FUND,26649162766.09,INR,2024-04-10,CP-00271,POS-000906,
GL-000485,ADVANCES_FUND,3879604238.91,INR,2025-09-11,CP-00262,POS-000876,
GL-000486,ADVANCES_FUND,2101246191.59,INR,2023-08-08,CP-00264,POS-000883,
GL-000487,ADVANCES_FUND,5662790438.84,INR,2023-08-23,CP-00269,POS-000901,
GL-000488,ADVANCES_FUND,1090133241.41,INR,2023-07-06,CP-00269,POS-000900,
GL-000489,ADVANCES_FUND,5393480249.17,INR,2025-05-13,CP-00261,POS-000873,
GL-000490,ADVANCES_FUND,506938692.65,INR,2023-09-23,CP-00260,POS-000868,
GL-000491,ADVANCES_FUND,258499552.45,INR,2024-01-29,CP-00273,POS-000914,
GL-000492,ADVANCES_FUND,2507521647.19,INR,2023-11-20,CP-00260,POS-000869,
GL-000493,ADVANCES_FUND,1489506873.4,INR,2024-11-08,CP-00274,POS-000918,
GL-000494,ADVANCES_FUND,21613449443.86,INR,2025-08-29,CP-00271,POS-000908,
GL-000495,ADVANCES_FUND,2784833652.43,INR,2025-10-25,CP-00272,POS-000912,
GL-000496,ADVANCES_FUND,30705044270.06,INR,2023-08-07,CP-00262,POS-000875,
GL-000497,ADVANCES_FUND,523831216.85,INR,2024-12-27,CP-00265,POS-000886,
GL-000498,ADVANCES_FUND,3167898615.7,INR,2023-09-18,CP-00261,POS-000872,
GL-000499,ADVANCES_FUND,18889829415.8,INR,2024-10-31,CP-00268,POS-000897,
GL-000500,ADVANCES_FUND,929281942300.08,INR,2024-11-22,CP-00271,POS-000907,
GL-000501,ADVANCES_FUND,145144313.53,INR,2026-04-11,CP-00273,POS-000915,
GL-000502,ADVANCES_FUND,17727752121.45,INR,2025-04-16,CP-00272,POS-000911,
GL-000503,ADVANCES_FUND,3858751202.58,INR,2026-05-06,CP-00281,POS-000940,
GL-000504,ADVANCES_FUND,3193494552.57,INR,2025-12-09,CP-00284,POS-000949,
GL-000505,ADVANCES_FUND,3438508079.1,INR,2025-03-28,CP-00280,POS-000937,
GL-000506,ADVANCES_FUND,574274315.6,INR,2024-04-16,CP-00285,POS-000956,
GL-000507,ADVANCES_FUND,2389764907.72,INR,2024-06-22,CP-00276,POS-000924,
GL-000508,ADVANCES_FUND,1283822896.32,INR,2026-04-28,CP-00286,POS-000958,
GL-000509,ADVANCES_FUND,10031364523.55,INR,2023-10-15,CP-00287,POS-000960,
GL-000510,ADVANCES_FUND,502506574.73,INR,2024-11-06,CP-00276,POS-000923,
GL-000511,ADVANCES_FUND,25058244349.5,INR,2025-06-13,CP-00284,POS-000951,
GL-000512,ADVANCES_FUND,8516308349.09,INR,2025-05-07,CP-00276,POS-000922,
GL-000513,ADVANCES_FUND,8987452527.28,INR,2023-12-14,CP-00278,POS-000929,
GL-000514,ADVANCES_FUND,2478143179.15,INR,2025-02-06,CP-00280,POS-000936,
GL-000515,ADVANCES_FUND,13560600719.71,INR,2025-10-04,CP-00285,POS-000955,
GL-000516,ADVANCES_FUND,11573661175.21,INR,2025-03-22,CP-00282,POS-000944,
GL-000517,ADVANCES_FUND,10966329657.71,INR,2026-04-17,CP-00278,POS-000931,
GL-000518,ADVANCES_FUND,5537358158.39,INR,2026-01-14,CP-00279,POS-000934,
GL-000519,ADVANCES_FUND,203819377.64,INR,2025-07-21,CP-00285,POS-000954,
GL-000520,ADVANCES_FUND,2465824404.09,INR,2025-11-01,CP-00278,POS-000930,
GL-000521,ADVANCES_FUND,6716219844.83,INR,2025-06-13,CP-00277,POS-000927,
GL-000522,ADVANCES_FUND,1710072579.38,INR,2026-04-21,CP-00279,POS-000933,
GL-000523,ADVANCES_FUND,30329015.57,INR,2024-08-31,CP-00277,POS-000926,
GL-000524,ADVANCES_FUND,10599475363.74,INR,2026-02-24,CP-00288,POS-000962,
GL-000525,ADVANCES_FUND,91963055933.42,INR,2025-11-05,CP-00284,POS-000950,
GL-000526,ADVANCES_FUND,1152186533.39,INR,2023-07-26,CP-00281,POS-000941,
GL-000527,ADVANCES_FUND,16098438471.77,INR,2026-06-24,CP-00275,POS-000920,
GL-000528,ADVANCES_FUND,2263993307.96,INR,2025-08-28,CP-00283,POS-000946,
GL-000529,ADVANCES_FUND,4871031187.72,INR,2023-07-14,CP-00306,POS-001024,
GL-000530,ADVANCES_FUND,344373262507.03,INR,2026-05-30,CP-00309,POS-001038,
GL-000531,ADVANCES_FUND,8789895835.46,INR,2025-01-19,CP-00306,POS-001025,
GL-000532,ADVANCES_FUND,1851335002.64,INR,2026-05-09,CP-00313,POS-001050,
GL-000533,ADVANCES_FUND,5335710554.41,INR,2025-05-20,CP-00314,POS-001056,
GL-000534,ADVANCES_FUND,19318299546.94,INR,2025-07-28,CP-00302,POS-001014,
GL-000535,ADVANCES_FUND,2927614944.48,INR,2024-09-05,CP-00308,POS-001034,
GL-000536,ADVANCES_FUND,3619310538.44,INR,2023-10-09,CP-00307,POS-001030,
GL-000537,ADVANCES_FUND,7601689747.05,INR,2024-01-31,CP-00316,POS-001064,
GL-000538,ADVANCES_FUND,7688463170.37,INR,2026-04-22,CP-00305,POS-001021,
GL-000539,ADVANCES_FUND,108634086830.63,INR,2025-10-10,CP-00308,POS-001035,
GL-000540,ADVANCES_FUND,11440080256.18,INR,2025-09-02,CP-00302,POS-001013,
GL-000541,ADVANCES_FUND,21242475095.92,INR,2025-09-29,CP-00315,POS-001059,
GL-000542,ADVANCES_FUND,853329790.08,INR,2025-06-09,CP-00311,POS-001044,
GL-000543,ADVANCES_FUND,2773434137.4,INR,2024-09-04,CP-00314,POS-001055,
GL-000544,ADVANCES_FUND,2106076226.07,INR,2024-04-12,CP-00311,POS-001043,
GL-000545,ADVANCES_FUND,1017012430.92,INR,2023-09-05,CP-00313,POS-001052,
GL-000546,ADVANCES_FUND,3000238346.52,INR,2024-05-22,CP-00303,POS-001016,
GL-000547,ADVANCES_FUND,6615248198.84,INR,2025-08-08,CP-00310,POS-001041,
GL-000548,ADVANCES_FUND,159977424277.92,INR,2025-12-11,CP-00306,POS-001026,
GL-000549,ADVANCES_FUND,55842030076.85,INR,2025-05-14,CP-00316,POS-001062,
GL-000550,ADVANCES_FUND,25142940936.64,INR,2024-02-06,CP-00312,POS-001047,
GL-000551,ADVANCES_FUND,3554025347.14,INR,2023-07-09,CP-00313,POS-001051,
GL-000552,ADVANCES_FUND,9977911135.64,INR,2025-04-27,CP-00316,POS-001063,
GL-000553,ADVANCES_FUND,8262306086.23,INR,2025-12-20,CP-00315,POS-001060,
GL-000554,ADVANCES_FUND,273854282.79,INR,2026-06-25,CP-00307,POS-001029,
GL-000555,ADVANCES_FUND,7974342824.38,INR,2026-04-07,CP-00308,POS-001033,
GL-000556,ADVANCES_FUND,22533770685.31,INR,2024-08-02,CP-00304,POS-001018,
GL-000557,ADVANCES_FUND,7894920022.42,INR,2023-10-25,CP-00327,POS-001097,
GL-000558,ADVANCES_FUND,6303600326.91,INR,2025-04-03,CP-00330,POS-001105,
GL-000559,ADVANCES_FUND,452935311.83,INR,2023-12-26,CP-00319,POS-001073,
GL-000560,ADVANCES_FUND,6590218920.57,INR,2024-08-22,CP-00321,POS-001081,
GL-000561,ADVANCES_FUND,103395181106.73,INR,2026-02-05,CP-00329,POS-001102,
GL-000562,ADVANCES_FUND,2074128955.55,INR,2025-10-11,CP-00319,POS-001074,
GL-000563,ADVANCES_FUND,9626503957.1,INR,2023-08-18,CP-00325,POS-001092,
GL-000564,ADVANCES_FUND,52367780.44,INR,2023-10-02,CP-00319,POS-001075,
GL-000565,ADVANCES_FUND,3589848832.64,INR,2023-10-28,CP-00326,POS-001095,
GL-000566,ADVANCES_FUND,18779561034.52,INR,2025-05-06,CP-00328,POS-001100,
GL-000567,ADVANCES_FUND,2734134564.06,INR,2025-07-14,CP-00323,POS-001086,
GL-000568,ADVANCES_FUND,8037096541.13,INR,2024-01-30,CP-00324,POS-001089,
GL-000569,ADVANCES_FUND,3409026189.25,INR,2026-06-08,CP-00317,POS-001067,
GL-000570,ADVANCES_FUND,2861989098.06,INR,2023-10-22,CP-00322,POS-001084,
GL-000571,ADVANCES_FUND,83446363.14,INR,2024-09-07,CP-00318,POS-001070,
GL-000572,ADVANCES_FUND,99647101.17,INR,2024-08-07,CP-00320,POS-001078,
GL-000573,ADVANCES_FUND,51041912237.57,INR,2025-03-07,CP-00324,POS-001088,
GL-000574,ADVANCES_FUND,4763562223.01,INR,2023-07-24,CP-00318,POS-001069,
GL-000575,ADVANCES_FUND,1972819433.9,INR,2024-04-01,CP-00320,POS-001079,
GL-000576,ADVANCES_FUND,2757957683.55,INR,2024-10-19,CP-00334,POS-001120,
GL-000577,ADVANCES_FUND,655227077.31,INR,2024-04-06,CP-00332,POS-001111,
GL-000578,ADVANCES_FUND,20886639899.79,INR,2026-04-01,CP-00339,POS-001132,
GL-000579,ADVANCES_FUND,3041816513.67,INR,2024-05-01,CP-00334,POS-001119,
GL-000580,ADVANCES_FUND,4564825929.58,INR,2025-05-27,CP-00343,POS-001146,
GL-000581,ADVANCES_FUND,97265017519.48,INR,2024-11-11,CP-00331,POS-001108,
GL-000582,ADVANCES_FUND,19201470874.56,INR,2025-02-15,CP-00336,POS-001125,
GL-000583,ADVANCES_FUND,570265558.23,INR,2024-03-01,CP-00342,POS-001143,
GL-000584,ADVANCES_FUND,1108770540.0,INR,2025-12-07,CP-00333,POS-001116,
GL-000585,ADVANCES_FUND,5454077239.47,INR,2026-03-05,CP-00333,POS-001115,
GL-000586,ADVANCES_FUND,32417181797.03,INR,2025-04-07,CP-00335,POS-001123,
GL-000587,ADVANCES_FUND,20992617872.2,INR,2026-02-21,CP-00344,POS-001148,
GL-000588,ADVANCES_FUND,29348612335.99,INR,2025-10-08,CP-00341,POS-001140,
GL-000589,ADVANCES_FUND,3264104167.86,INR,2024-07-11,CP-00341,POS-001138,
GL-000590,ADVANCES_FUND,13417754785.31,INR,2024-01-16,CP-00342,POS-001142,
GL-000591,ADVANCES_FUND,158496177481.52,INR,2024-06-01,CP-00337,POS-001128,
GL-000592,ADVANCES_FUND,73557781166.95,INR,2025-07-18,CP-00338,POS-001130,
