POSITION_ID,INSTRUMENT_TYPE,NOTIONAL,CURRENCY,EXPOSURE_CLASS,COUNTERPARTY_ID,AS_OF_DATE
POS-000318,Term Loan,26314447421.92,INR,ABOVE_100,CP-00094,2026-06-30
POS-000319,Bank Guarantee,9956024928.42,INR,BELOW_100,CP-00094,2026-06-30
POS-000320,Derivative - FX Forward,24835893824.8,INR,BELOW_100,CP-00094,2026-06-30
POS-000321,Term Loan,22568909443.84,INR,BELOW_100,CP-00095,2026-06-30
POS-000322,Cash Credit,77779507606.79,INR,BELOW_100,CP-00095,2026-06-30
POS-000323,Bank Guarantee,963299320.3,INR,ABOVE_100,CP-00095,2026-06-30
POS-000324,Term Loan,1222721706.41,INR,ABOVE_100,CP-00096,2026-06-30
POS-000325,Bank Guarantee,14156050171.82,INR,BELOW_100,CP-00096,2026-06-30
POS-000326,Term Loan,10270830903.13,INR,ABOVE_100,CP-00097,2026-06-30
POS-000327,Letter of Credit,888495400.33,INR,ABOVE_100,CP-00097,2026-06-30
POS-000328,Derivative - Interest Rate Swap,464316573.34,INR,AT_100,CP-00097,2026-06-30
POS-000329,Term Loan,26725496027.94,INR,BELOW_100,CP-00098,2026-06-30
POS-000330,Cash Credit,4741308632.13,INR,ABOVE_100,CP-00098,2026-06-30
POS-000331,Bank Guarantee,4319191603.32,INR,ABOVE_100,CP-00098,2026-06-30
POS-000332,Investment - Debenture/Bond,55444269715.2,INR,BELOW_100,CP-00099,2026-06-30
POS-000333,Investment - Debenture/Bond,9423243545.36,INR,AT_100,CP-00099,2026-06-30
POS-000334,Term Loan,10386587201.29,INR,BELOW_100,CP-00099,2026-06-30
POS-000335,Letter of Credit,1541202640.58,INR,AT_100,CP-00099,2026-06-30
POS-000336,Letter of Credit,6353300656.4,INR,ABOVE_100,CP-00099,2026-06-30
POS-000337,Term Loan,116826371262.8,INR,BELOW_100,CP-00100,2026-06-30
POS-000338,Bank Guarantee,49727908253.9,INR,BELOW_100,CP-00100,2026-06-30
POS-000339,Term Loan,10382043199.18,INR,BELOW_100,CP-00101,2026-06-30
POS-000340,Letter of Credit,3744703182.01,INR,AT_100,CP-00101,2026-06-30
POS-000341,Investment - Debenture/Bond,24223080785.97,INR,ABOVE_100,CP-00102,2026-06-30
POS-000342,Bank Guarantee,623442163.1,INR,BELOW_100,CP-00102,2026-06-30
POS-000343,Letter of Credit,1618904997.82,INR,BELOW_100,CP-00102,2026-06-30
POS-000344,Cash Credit,26819889479.35,INR,AT_100,CP-00103,2026-06-30
POS-000345,Cash Credit,8761300140.48,INR,AT_100,CP-00103,2026-06-30
POS-000346,Bank Guarantee,305432712.66,INR,ABOVE_100,CP-00103,2026-06-30
POS-000347,Bank Guarantee,552268290.88,INR,AT_100,CP-00103,2026-06-30
POS-000348,Term Loan,12999745196.15,INR,AT_100,CP-00104,2026-06-30
POS-000349,Letter of Credit,354116898.35,INR,BELOW_100,CP-00104,2026-06-30
POS-000350,Letter of Credit,276481816.66,INR,ABOVE_100,CP-00104,2026-06-30
POS-000351,Cash Credit,56653371720.66,INR,AT_100,CP-00105,2026-06-30
POS-000352,Cash Credit,75643510807.57,INR,ABOVE_100,CP-00105,2026-06-30
POS-000353,Bank Guarantee,417179631.92,INR,BELOW_100,CP-00105,2026-06-30
POS-000354,Bank Guarantee,236893360.11,INR,BELOW_100,CP-00105,2026-06-30
POS-000355,Cash Credit,15817038347.76,INR,ABOVE_100,CP-00106,2026-06-30
POS-000356,Term Loan,12788334053.38,INR,BELOW_100,CP-00106,2026-06-30
POS-000357,Bank Guarantee,1409424818.87,INR,BELOW_100,CP-00106,2026-06-30
POS-000358,Letter of Credit,1779335163.29,INR,ABOVE_100,CP-00106,2026-06-30
POS-000359,Cash Credit,1039549359.47,INR,BELOW_100,CP-00107,2026-06-30
POS-000360,Term Loan,1409005584.94,INR,BELOW_100,CP-00107,2026-06-30
POS-000361,Term Loan,258172220.71,INR,BELOW_100,CP-00107,2026-06-30
POS-000362,Derivative - Interest Rate Swap,2779293076.6,INR,BELOW_100,CP-00107,2026-06-30
POS-000363,Bank Guarantee,279544060.68,INR,AT_100,CP-00107,2026-06-30
POS-000364,Investment - Debenture/Bond,13832343640.13,INR,ABOVE_100,CP-00108,2026-06-30
POS-000365,Term Loan,3717618111.16,INR,ABOVE_100,CP-00108,2026-06-30
POS-000366,Investment - Debenture/Bond,100632361757.76,INR,BELOW_100,CP-00108,2026-06-30
POS-000367,Letter of Credit,4304404879.68,INR,AT_100,CP-00108,2026-06-30
POS-000368,Derivative - Interest Rate Swap,5321033753.8,INR,BELOW_100,CP-00108,2026-06-30
POS-000369,Term Loan,5510317859.91,INR,BELOW_100,CP-00109,2026-06-30
POS-000370,Derivative - FX Forward,4610781895.83,INR,BELOW_100,CP-00109,2026-06-30
POS-000371,Letter of Credit,29704710813.52,INR,AT_100,CP-00109,2026-06-30
POS-000372,Cash Credit,133508372981.29,INR,ABOVE_100,CP-00110,2026-06-30
POS-000373,Letter of Credit,3941568564.92,INR,BELOW_100,CP-00110,2026-06-30
POS-000374,Derivative - FX Forward,7662286304.74,INR,BELOW_100,CP-00110,2026-06-30
POS-000375,Term Loan,3266870832.88,INR,BELOW_100,CP-00111,2026-06-30
POS-000376,Cash Credit,1027736443.36,INR,BELOW_100,CP-00111,2026-06-30
POS-000377,Bank Guarantee,5333548947.81,INR,AT_100,CP-00111,2026-06-30
POS-000378,Letter of Credit,5176722813.97,INR,ABOVE_100,CP-00111,2026-06-30
POS-000379,Cash Credit,892502159.96,INR,AT_100,CP-00112,2026-06-30
POS-000380,Term Loan,4294433795.81,INR,BELOW_100,CP-00112,2026-06-30
POS-000381,Term Loan,2026073089.26,INR,BELOW_100,CP-00112,2026-06-30
POS-000382,Letter of Credit,4665287421.79,INR,BELOW_100,CP-00112,2026-06-30
POS-000383,Term Loan,8678904253.34,INR,BELOW_100,CP-00113,2026-06-30
POS-000384,Cash Credit,9697870785.1,INR,ABOVE_100,CP-00113,2026-06-30
POS-000385,Bank Guarantee,8986922413.64,INR,ABOVE_100,CP-00113,2026-06-30
POS-000386,Term Loan,1540450011.65,INR,BELOW_100,CP-00114,2026-06-30
POS-000387,Derivative - Interest Rate Swap,7095554835.34,INR,AT_100,CP-00114,2026-06-30
POS-000388,Investment - Debenture/Bond,3169509043.03,INR,BELOW_100,CP-00115,2026-06-30
POS-000389,Term Loan,38373076624.31,INR,BELOW_100,CP-00115,2026-06-30
POS-000390,Term Loan,32745717715.41,INR,AT_100,CP-00115,2026-06-30
POS-000391,Letter of Credit,674538802.95,INR,BELOW_100,CP-00115,2026-06-30
POS-000392,Bank Guarantee,137518379.06,INR,BELOW_100,CP-00115,2026-06-30
POS-000393,Investment - Debenture/Bond,27499168315.92,INR,BELOW_100,CP-00116,2026-06-30
POS-000394,Bank Guarantee,7584414072.12,INR,BELOW_100,CP-00116,2026-06-30
POS-000395,Bank Guarantee,1216068144.19,INR,AT_100,CP-00116,2026-06-30
POS-000396,Term Loan,3589299565.39,INR,BELOW_100,CP-00117,2026-06-30
POS-000397,Cash Credit,80716575.96,INR,BELOW_100,CP-00117,2026-06-30
POS-000398,Bank Guarantee,19961366609.72,INR,BELOW_100,CP-00117,2026-06-30
POS-000399,Investment - Debenture/Bond,7372436673.29,INR,ABOVE_100,CP-00118,2026-06-30
POS-000400,Bank Guarantee,9973108377.96,INR,BELOW_100,CP-00118,2026-06-30
POS-000401,Bank Guarantee,1722800786.23,INR,BELOW_100,CP-00118,2026-06-30
POS-000402,Cash Credit,11793363086.49,INR,BELOW_100,CP-00119,2026-06-30
POS-000403,Term Loan,7577219582.47,INR,AT_100,CP-00119,2026-06-30
POS-000404,Investment - Debenture/Bond,3750571054.37,INR,BELOW_100,CP-00119,2026-06-30
POS-000405,Bank Guarantee,18677076645.69,INR,BELOW_100,CP-00119,2026-06-30
POS-000406,Term Loan,2447352281.51,INR,BELOW_100,CP-00120,2026-06-30
POS-000407,Investment - Debenture/Bond,480446642.51,INR,AT_100,CP-00120,2026-06-30
POS-000408,Bank Guarantee,22006971733.45,INR,BELOW_100,CP-00120,2026-06-30
POS-000409,Term Loan,1094354679.75,INR,BELOW_100,CP-00121,2026-06-30
POS-000410,Term Loan,19261724426.5,INR,ABOVE_100,CP-00121,2026-06-30
POS-000411,Letter of Credit,1038257749.12,INR,ABOVE_100,CP-00121,2026-06-30
POS-000412,Letter of Credit,8163578232.94,INR,AT_100,CP-00121,2026-06-30
POS-000413,Term Loan,1517627512.32,INR,ABOVE_100,CP-00122,2026-06-30
POS-000414,Term Loan,2415877082.44,INR,BELOW_100,CP-00122,2026-06-30
POS-000415,Term Loan,5194297574.97,INR,ABOVE_100,CP-00122,2026-06-30
POS-000416,Derivative - Interest Rate Swap,32305508098.99,INR,BELOW_100,CP-00122,2026-06-30
POS-000417,Letter of Credit,3285431192.21,INR,BELOW_100,CP-00122,2026-06-30
POS-000418,Cash Credit,6145000890.73,INR,AT_100,CP-00123,2026-06-30
POS-000419,Investment - Debenture/Bond,1753618694.5,INR,AT_100,CP-00123,2026-06-30
POS-000420,Derivative - FX Forward,45996981977.78,INR,ABOVE_100,CP-00123,2026-06-30
POS-000421,Term Loan,8416830793.76,INR,ABOVE_100,CP-00124,2026-06-30
POS-000422,Cash Credit,9141272634.28,INR,AT_100,CP-00124,2026-06-30
POS-000423,Derivative - FX Forward,61004401659.9,INR,AT_100,CP-00124,2026-06-30
POS-000424,Bank Guarantee,8547285222.01,INR,ABOVE_100,CP-00124,2026-06-30
POS-000425,Term Loan,457489459.85,INR,BELOW_100,CP-00125,2026-06-30
POS-000426,Letter of Credit,7992596283.64,INR,BELOW_100,CP-00125,2026-06-30
POS-000427,Cash Credit,460651659.83,INR,BELOW_100,CP-00126,2026-06-30
POS-000428,Cash Credit,2084069683.12,INR,BELOW_100,CP-00126,2026-06-30
POS-000429,Bank Guarantee,36627548202.78,INR,AT_100,CP-00126,2026-06-30
POS-000430,Investment - Debenture/Bond,1288058493.9,INR,AT_100,CP-00127,2026-06-30
POS-000431,Term Loan,335986199.67,INR,BELOW_100,CP-00127,2026-06-30
POS-000432,Derivative - FX Forward,715640181.06,INR,BELOW_100,CP-00127,2026-06-30
POS-000433,Bank Guarantee,56630602550.78,INR,BELOW_100,CP-00127,2026-06-30
POS-000434,Cash Credit,2256708061.19,INR,AT_100,CP-00128,2026-06-30
POS-000435,Derivative - Interest Rate Swap,3052408449.56,INR,BELOW_100,CP-00128,2026-06-30
POS-000436,Investment - Debenture/Bond,970867134.65,INR,AT_100,CP-00129,2026-06-30
POS-000437,Term Loan,1554020811.27,INR,ABOVE_100,CP-00129,2026-06-30
POS-000438,Cash Credit,344970429.36,INR,AT_100,CP-00129,2026-06-30
POS-000439,Derivative - FX Forward,19014553829.87,INR,ABOVE_100,CP-00129,2026-06-30
POS-000440,Term Loan,5189414335.09,INR,ABOVE_100,CP-00130,2026-06-30
POS-000441,Letter of Credit,22093738080.27,INR,ABOVE_100,CP-00130,2026-06-30
POS-000442,Term Loan,1887127327.46,INR,AT_100,CP-00131,2026-06-30
POS-000443,Bank Guarantee,11292353.9,INR,BELOW_100,CP-00131,2026-06-30
POS-000444,Derivative - Interest Rate Swap,588353998.29,INR,AT_100,CP-00131,2026-06-30
POS-000445,Cash Credit,459886103.2,INR,AT_100,CP-00132,2026-06-30
POS-000446,Cash Credit,674342080.6,INR,AT_100,CP-00132,2026-06-30
POS-000447,Term Loan,2023985631.24,INR,BELOW_100,CP-00132,2026-06-30
POS-000448,Derivative - FX Forward,11199101506.56,INR,AT_100,CP-00132,2026-06-30
POS-000449,Term Loan,161894044.2,INR,BELOW_100,CP-00133,2026-06-30
POS-000450,Term Loan,335406865.05,INR,AT_100,CP-00133,2026-06-30
POS-000451,Bank Guarantee,158862757.17,INR,AT_100,CP-00133,2026-06-30
POS-000452,Term Loan,5414647429.19,INR,BELOW_100,CP-00134,2026-06-30
POS-000453,Letter of Credit,1043771890.38,INR,BELOW_100,CP-00134,2026-06-30
POS-000454,Letter of Credit,55301526.54,INR,ABOVE_100,CP-00134,2026-06-30
POS-000455,Term Loan,14568474502.88,INR,BELOW_100,CP-00135,2026-06-30
POS-000456,Letter of Credit,806226816.4,INR,BELOW_100,CP-00135,2026-06-30
POS-000457,Investment - Debenture/Bond,5430753126.77,INR,BELOW_100,CP-00136,2026-06-30
POS-000458,Bank Guarantee,1030689535.86,INR,BELOW_100,CP-00136,2026-06-30
POS-000459,Term Loan,1836967393.2,INR,AT_100,CP-00137,2026-06-30
POS-000460,Investment - Debenture/Bond,10561584990.34,INR,ABOVE_100,CP-00137,2026-06-30
POS-000461,Derivative - FX Forward,3083402451.43,INR,AT_100,CP-00137,2026-06-30
POS-000462,Cash Credit,4406662348.67,INR,ABOVE_100,CP-00138,2026-06-30
POS-000463,Bank Guarantee,285251881.67,INR,AT_100,CP-00138,2026-06-30
POS-000464,Letter of Credit,262598190.62,INR,ABOVE_100,CP-00138,2026-06-30
POS-000465,Term Loan,11802482142.46,INR,AT_100,CP-00139,2026-06-30
POS-000466,Term Loan,239954586.98,INR,BELOW_100,CP-00139,2026-06-30
POS-000467,Letter of Credit,19316817837.87,INR,ABOVE_100,CP-00139,2026-06-30
POS-000468,Investment - Debenture/Bond,2872047047.27,INR,BELOW_100,CP-00140,2026-06-30
POS-000469,Term Loan,1144945585.92,INR,ABOVE_100,CP-00140,2026-06-30
POS-000470,Term Loan,626799082.63,INR,BELOW_100,CP-00140,2026-06-30
POS-000471,Derivative - FX Forward,931376103.82,INR,ABOVE_100,CP-00140,2026-06-30
POS-000472,Term Loan,4166718946.23,INR,AT_100,CP-00141,2026-06-30
POS-000473,Term Loan,3147203085.17,INR,BELOW_100,CP-00141,2026-06-30
POS-000474,Bank Guarantee,2117410681.06,INR,AT_100,CP-00141,2026-06-30
POS-000475,Term Loan,5352244443.91,INR,AT_100,CP-00142,2026-06-30
POS-000476,Investment - Debenture/Bond,13537058901.57,INR,BELOW_100,CP-00142,2026-06-30
POS-000477,Bank Guarantee,1070204388.18,INR,BELOW_100,CP-00142,2026-06-30
POS-000478,Term Loan,1392103223.18,INR,ABOVE_100,CP-00143,2026-06-30
POS-000479,Bank Guarantee,51072526.35,INR,BELOW_100,CP-00143,2026-06-30
POS-000480,Derivative - Interest Rate Swap,192493503.96,INR,AT_100,CP-00143,2026-06-30
POS-000481,Term Loan,54633525255.94,INR,ABOVE_100,CP-00144,2026-06-30
POS-000482,Term Loan,1395993920.79,INR,AT_100,CP-00144,2026-06-30
POS-000483,Letter of Credit,229888827.28,INR,AT_100,CP-00144,2026-06-30
POS-000484,Letter of Credit,74407328.12,INR,BELOW_100,CP-00144,2026-06-30
POS-000485,Term Loan,19573927928.76,INR,BELOW_100,CP-00145,2026-06-30
POS-000486,Cash Credit,434936437.79,INR,BELOW_100,CP-00145,2026-06-30
POS-000487,Letter of Credit,2273145688.53,INR,ABOVE_100,CP-00145,2026-06-30
POS-000488,Term Loan,47496760969.29,INR,BELOW_100,CP-00146,2026-06-30
POS-000489,Derivative - Interest Rate Swap,7072338476.84,INR,BELOW_100,CP-00146,2026-06-30
POS-000490,Derivative - FX Forward,230596424.48,INR,ABOVE_100,CP-00146,2026-06-30
POS-000491,Term Loan,1936578023.03,INR,ABOVE_100,CP-00147,2026-06-30
POS-000492,Cash Credit,52157762.22,INR,ABOVE_100,CP-00147,2026-06-30
POS-000493,Derivative - FX Forward,1718890594.12,INR,BELOW_100,CP-00147,2026-06-30
POS-000494,Bank Guarantee,2029508034.41,INR,BELOW_100,CP-00147,2026-06-30
POS-000495,Term Loan,13047122766.99,INR,BELOW_100,CP-00148,2026-06-30
POS-000496,Term Loan,3454593268.46,INR,ABOVE_100,CP-00148,2026-06-30
POS-000497,Cash Credit,2512661400.2,INR,BELOW_100,CP-00148,2026-06-30
POS-000498,Bank Guarantee,172391450.11,INR,BELOW_100,CP-00148,2026-06-30
POS-000499,Bank Guarantee,619394152.63,INR,AT_100,CP-00148,2026-06-30
POS-000500,Cash Credit,706030040.59,INR,AT_100,CP-00149,2026-06-30
POS-000501,Term Loan,72492177.35,INR,AT_100,CP-00149,2026-06-30
POS-000502,Cash Credit,3663411099.78,INR,DEDUCTED,CP-00149,2026-06-30
POS-000503,Bank Guarantee,8208229773.34,INR,BELOW_100,CP-00149,2026-06-30
POS-000504,Investment - Debenture/Bond,28939630144.21,INR,AT_100,CP-00150,2026-06-30
POS-000505,Cash Credit,50362054780.74,INR,ABOVE_100,CP-00150,2026-06-30
POS-000506,Derivative - FX Forward,34961018362.55,INR,BELOW_100,CP-00150,2026-06-30
POS-000507,Cash Credit,7225291330.27,INR,ABOVE_100,CP-00151,2026-06-30
POS-000508,Derivative - FX Forward,591470823.05,INR,AT_100,CP-00151,2026-06-30
POS-000509,Letter of Credit,904565937.61,INR,BELOW_100,CP-00151,2026-06-30
POS-000510,Cash Credit,6515306981.66,INR,BELOW_100,CP-00152,2026-06-30
POS-000511,Cash Credit,3358907457.01,INR,ABOVE_100,CP-00152,2026-06-30
POS-000512,Investment - Debenture/Bond,1445796825.19,INR,BELOW_100,CP-00152,2026-06-30
POS-000513,Bank Guarantee,2129438761.68,INR,AT_100,CP-00152,2026-06-30
POS-000514,Bank Guarantee,302208047.4,INR,ABOVE_100,CP-00152,2026-06-30
POS-000515,Cash Credit,2096572066.02,INR,AT_100,CP-00153,2026-06-30
POS-000516,Term Loan,1384287366.4,INR,ABOVE_100,CP-00153,2026-06-30
POS-000517,Derivative - FX Forward,2061074638.86,INR,BELOW_100,CP-00153,2026-06-30
POS-000518,Bank Guarantee,117912376.62,INR,AT_100,CP-00153,2026-06-30
POS-000519,Investment - Debenture/Bond,135046832.88,INR,AT_100,CP-00154,2026-06-30
POS-000520,Term Loan,4637280884.2,INR,BELOW_100,CP-00154,2026-06-30
POS-000521,Term Loan,2193970861.74,INR,AT_100,CP-00154,2026-06-30
POS-000522,Bank Guarantee,964379726.03,INR,AT_100,CP-00154,2026-06-30
POS-000523,Letter of Credit,309382406.84,INR,BELOW_100,CP-00154,2026-06-30
POS-000524,Term Loan,10665478507.62,INR,BELOW_100,CP-00155,2026-06-30
POS-000525,Term Loan,8158859981.75,INR,AT_100,CP-00155,2026-06-30
POS-000526,Derivative - FX Forward,1550055439.94,INR,BELOW_100,CP-00155,2026-06-30
POS-000527,Investment - Debenture/Bond,12862521705.94,INR,BELOW_100,CP-00156,2026-06-30
POS-000528,Letter of Credit,711419650.11,INR,ABOVE_100,CP-00156,2026-06-30
POS-000529,Derivative - FX Forward,597717049.12,INR,BELOW_100,CP-00156,2026-06-30
POS-000530,Cash Credit,307062354.16,INR,ABOVE_100,CP-00157,2026-06-30
POS-000531,Term Loan,1202073504.31,INR,AT_100,CP-00157,2026-06-30
POS-000532,Bank Guarantee,11295935121.53,INR,BELOW_100,CP-00157,2026-06-30
POS-000533,Term Loan,41319029.04,INR,ABOVE_100,CP-00158,2026-06-30
POS-000534,Cash Credit,305962036.08,INR,ABOVE_100,CP-00158,2026-06-30
POS-000535,Letter of Credit,5078997229.78,INR,BELOW_100,CP-00158,2026-06-30
POS-000536,Derivative - Interest Rate Swap,1296500000.96,INR,ABOVE_100,CP-00158,2026-06-30
POS-000537,Term Loan,5353756089.68,INR,BELOW_100,CP-00159,2026-06-30
POS-000538,Bank Guarantee,2684914477.4,INR,AT_100,CP-00159,2026-06-30
POS-000539,Derivative - FX Forward,1114420574.39,INR,BELOW_100,CP-00159,2026-06-30
POS-000540,Term Loan,24906226250.79,INR,AT_100,CP-00160,2026-06-30
POS-000541,Bank Guarantee,60054273168.35,INR,AT_100,CP-00160,2026-06-30
POS-000542,Term Loan,1568835763.33,INR,AT_100,CP-00161,2026-06-30
POS-000543,Bank Guarantee,12105873328.38,INR,BELOW_100,CP-00161,2026-06-30
POS-000544,Term Loan,3339971993.25,INR,ABOVE_100,CP-00162,2026-06-30
POS-000545,Investment - Debenture/Bond,1662515872.86,INR,BELOW_100,CP-00162,2026-06-30
POS-000546,Bank Guarantee,962731411.79,INR,BELOW_100,CP-00162,2026-06-30
POS-000547,Bank Guarantee,2361031990.35,INR,BELOW_100,CP-00162,2026-06-30
POS-000548,Investment - Debenture/Bond,15580279.05,INR,BELOW_100,CP-00163,2026-06-30
POS-000549,Term Loan,151508030.51,INR,BELOW_100,CP-00163,2026-06-30
POS-000550,Letter of Credit,14571274736.04,INR,BELOW_100,CP-00163,2026-06-30
POS-000551,Cash Credit,235331089277.79,INR,AT_100,CP-00164,2026-06-30
POS-000552,Cash Credit,121458723682.15,INR,BELOW_100,CP-00164,2026-06-30
POS-000553,Derivative - FX Forward,4390898903.02,INR,BELOW_100,CP-00164,2026-06-30
POS-000554,Letter of Credit,968341165.29,INR,BELOW_100,CP-00164,2026-06-30
POS-000555,Investment - Debenture/Bond,321859338.51,INR,BELOW_100,CP-00165,2026-06-30
POS-000556,Derivative - Interest Rate Swap,315197038.39,INR,ABOVE_100,CP-00165,2026-06-30
POS-000557,Bank Guarantee,1119563155.96,INR,BELOW_100,CP-00165,2026-06-30
POS-000558,Cash Credit,4670300552.75,INR,BELOW_100,CP-00166,2026-06-30
POS-000559,Bank Guarantee,2321751038.97,INR,ABOVE_100,CP-00166,2026-06-30
POS-000560,Derivative - FX Forward,1244860601.46,INR,BELOW_100,CP-00166,2026-06-30
POS-000561,Term Loan,87133540.58,INR,BELOW_100,CP-00167,2026-06-30
POS-000562,Investment - Debenture/Bond,139878106.67,INR,ABOVE_100,CP-00167,2026-06-30
POS-000563,Bank Guarantee,35867271896.19,INR,AT_100,CP-00167,2026-06-30
POS-000564,Term Loan,802328375.61,INR,ABOVE_100,CP-00168,2026-06-30
POS-000565,Bank Guarantee,1446673633.47,INR,BELOW_100,CP-00168,2026-06-30
POS-000566,Investment - Debenture/Bond,55583575.97,INR,BELOW_100,CP-00169,2026-06-30
POS-000567,Cash Credit,439155921.62,INR,AT_100,CP-00169,2026-06-30
POS-000568,Term Loan,435597454.64,INR,BELOW_100,CP-00169,2026-06-30
POS-000569,Bank Guarantee,12008022934.74,INR,BELOW_100,CP-00169,2026-06-30
POS-000570,Term Loan,2805034781.75,INR,ABOVE_100,CP-00170,2026-06-30
POS-000571,Letter of Credit,18243794814.04,INR,AT_100,CP-00170,2026-06-30
POS-000572,Investment - Debenture/Bond,248904188.92,INR,BELOW_100,CP-00171,2026-06-30
POS-000573,Bank Guarantee,798857774.59,INR,BELOW_100,CP-00171,2026-06-30
POS-000574,Derivative - FX Forward,6843215004.9,INR,BELOW_100,CP-00171,2026-06-30
POS-000575,Term Loan,6583075735.73,INR,ABOVE_100,CP-00172,2026-06-30
POS-000576,Derivative - FX Forward,667836935.65,INR,BELOW_100,CP-00172,2026-06-30
POS-000577,Letter of Credit,6797515182.14,INR,AT_100,CP-00172,2026-06-30
POS-000578,Term Loan,25286805418.37,INR,AT_100,CP-00173,2026-06-30
POS-000579,Term Loan,3471251555.76,INR,ABOVE_100,CP-00173,2026-06-30
POS-000580,Term Loan,2751323927.64,INR,BELOW_100,CP-00173,2026-06-30
POS-000581,Bank Guarantee,7053940707.37,INR,BELOW_100,CP-00173,2026-06-30
POS-000582,Term Loan,4826639364.81,INR,BELOW_100,CP-00174,2026-06-30
POS-000583,Investment - Debenture/Bond,1124395697.31,INR,AT_100,CP-00174,2026-06-30
POS-000584,Bank Guarantee,625085419.4,INR,AT_100,CP-00174,2026-06-30
POS-000585,Term Loan,47179398463.44,INR,AT_100,CP-00175,2026-06-30
POS-000586,Derivative - FX Forward,11166000665.89,INR,ABOVE_100,CP-00175,2026-06-30
POS-000587,Cash Credit,11146366318.34,INR,BELOW_100,CP-00176,2026-06-30
POS-000588,Derivative - Interest Rate Swap,2110003768.31,INR,BELOW_100,CP-00176,2026-06-30
POS-000589,Cash Credit,1309082309.05,INR,AT_100,CP-00177,2026-06-30
POS-000590,Cash Credit,5464924156.1,INR,AT_100,CP-00177,2026-06-30
POS-000591,Term Loan,146403000.66,INR,BELOW_100,CP-00177,2026-06-30
POS-000592,Bank Guarantee,141191114.14,INR,BELOW_100,CP-00177,2026-06-30
POS-000593,Term Loan,2329425046.07,INR,AT_100,CP-00178,2026-06-30
POS-000594,Term Loan,261774786.91,INR,ABOVE_100,CP-00178,2026-06-30
POS-000595,Term Loan,2316751447.47,INR,ABOVE_100,CP-00178,2026-06-30
POS-000596,Letter of Credit,306701283.58,INR,AT_100,CP-00178,2026-06-30
POS-000597,Derivative - Interest Rate Swap,116775974.85,INR,ABOVE_100,CP-00178,2026-06-30
POS-000598,Term Loan,448560518.94,INR,BELOW_100,CP-00179,2026-06-30
POS-000599,Term Loan,1895942135.28,INR,BELOW_100,CP-00179,2026-06-30
POS-000600,Investment - Debenture/Bond,1030951181.83,INR,BELOW_100,CP-00179,2026-06-30
POS-000601,Letter of Credit,1942676198.52,INR,ABOVE_100,CP-00179,2026-06-30
POS-000602,Investment - Debenture/Bond,1222348393.36,INR,BELOW_100,CP-00180,2026-06-30
POS-000603,Term Loan,1072899930.49,INR,ABOVE_100,CP-00180,2026-06-30
POS-000604,Bank Guarantee,308041784.85,INR,AT_100,CP-00180,2026-06-30
POS-000605,Term Loan,225066767.33,INR,AT_100,CP-00181,2026-06-30
POS-000606,Term Loan,336234196.14,INR,BELOW_100,CP-00181,2026-06-30
POS-000607,Term Loan,67739697.32,INR,ABOVE_100,CP-00181,2026-06-30
POS-000608,Letter of Credit,182409548.94,INR,BELOW_100,CP-00181,2026-06-30
POS-000609,Derivative - FX Forward,49892171.53,INR,BELOW_100,CP-00181,2026-06-30
POS-000610,Term Loan,1357324616.46,INR,BELOW_100,CP-00182,2026-06-30
POS-000611,Term Loan,1727004268.69,INR,AT_100,CP-00182,2026-06-30
POS-000612,Bank Guarantee,283006926.84,INR,BELOW_100,CP-00182,2026-06-30
POS-000613,Bank Guarantee,2606571337.53,INR,BELOW_100,CP-00182,2026-06-30
POS-000614,Term Loan,685763614.07,INR,BELOW_100,CP-00183,2026-06-30
POS-000615,Derivative - Interest Rate Swap,94809247.05,INR,ABOVE_100,CP-00183,2026-06-30
POS-000616,Term Loan,2550720258.62,INR,BELOW_100,CP-00184,2026-06-30
POS-000617,Bank Guarantee,55389714.64,INR,BELOW_100,CP-00184,2026-06-30
POS-000618,Bank Guarantee,74202336.73,INR,ABOVE_100,CP-00184,2026-06-30
POS-000619,Cash Credit,86532659012.67,INR,AT_100,CP-00185,2026-06-30
POS-000620,Term Loan,2845168181.16,INR,ABOVE_100,CP-00185,2026-06-30
POS-000621,Bank Guarantee,4775849682.03,INR,AT_100,CP-00185,2026-06-30
POS-000622,Term Loan,60299060163.71,INR,BELOW_100,CP-00186,2026-06-30
POS-000623,Investment - Debenture/Bond,38033955942.83,INR,BELOW_100,CP-00186,2026-06-30
POS-000624,Bank Guarantee,16259685.52,INR,BELOW_100,CP-00186,2026-06-30
POS-000625,Cash Credit,38610892912.52,INR,BELOW_100,CP-00187,2026-06-30
POS-000626,Bank Guarantee,21985393.02,INR,BELOW_100,CP-00187,2026-06-30
POS-000627,Investment - Debenture/Bond,7400659471.35,INR,ABOVE_100,CP-00188,2026-06-30
POS-000628,Derivative - Interest Rate Swap,8395957.3,INR,BELOW_100,CP-00188,2026-06-30
POS-000629,Bank Guarantee,2296945.22,INR,BELOW_100,CP-00188,2026-06-30
POS-000630,Investment - Debenture/Bond,8529539981359.92,INR,AT_100,CP-00189,2026-06-30
POS-000631,Bank Guarantee,21159799.58,INR,AT_100,CP-00189,2026-06-30
POS-000632,Cash Credit,12393490467.92,INR,AT_100,CP-00190,2026-06-30
POS-000633,Term Loan,41599733205.45,INR,AT_100,CP-00190,2026-06-30
POS-000634,Bank Guarantee,8323517.87,INR,BELOW_100,CP-00190,2026-06-30
